date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality,man_conf_case,man_conf_case_rate,man_critical_rate,man_death,man_death_rate,woman_conf_case,woman_conf_case_rate,woman_critical_rate,woman_death,woman_death_rate,age_0-9_conf_case,age_0-9_conf_case_rate,age_0-9_critical_rate,age_0-9_death,age_0-9_death_rate,age_10-19_conf_case,age_10-19_conf_case_rate,age_10-19_critical_rate,age_10-19_death,age_10-19_death_rate,age_20-29_conf_case,age_20-29_conf_case_rate,age_20-29_critical_rate,age_20-29_death,age_20-29_death_rate,age_30-39_conf_case,age_30-39_conf_case_rate,age_30-39_critical_rate,age_30-39_death,age_30-39_death_rate,age_40-49_conf_case,age_40-49_conf_case_rate,age_40-49_critical_rate,age_40-49_death,age_40-49_death_rate,age_50-59_conf_case,age_50-59_conf_case_rate,age_50-59_critical_rate,age_50-59_death,age_50-59_death_rate,age_60-69_conf_case,age_60-69_conf_case_rate,age_60-69_critical_rate,age_60-69_death,age_60-69_death_rate,age_70-79_conf_case,age_70-79_conf_case_rate,age_70-79_critical_rate,age_70-79_death,age_70-79_death_rate,age_over-80_conf_case,age_over-80_conf_case_rate,age_over-80_critical_rate,age_over-80_death,age_over-80_death_rate,var_sequences_total,var_B.1.160_num,var_B.1.160_per,var_B.1.620_num,var_B.1.620_per,var_B.1.258_num,var_B.1.258_per,var_B.1.221_num,var_B.1.221_per,var_B.1.1.302_num,var_B.1.1.302_per,var_B.1.1.277_num,var_B.1.1.277_per,var_B.1.1.519_num,var_B.1.1.519_per,var_B.1.367_num,var_B.1.367_per,var_B.1.177_num,var_B.1.177_per,var_Beta_num,var_Beta_per,var_Alpha_num,var_Alpha_per,var_Gamma_num,var_Gamma_per,var_Delta_num,var_Delta_per,var_Kappa_num,var_Kappa_per,var_Epsilon_num,var_Epsilon_per,var_Eta_num,var_Eta_per,var_Iota_num,var_Iota_per,var_Lambda_num,var_Lambda_per,var_B.1.621_num,var_B.1.621_per,var_S:677P.Pelican_num,var_S:677P.Pelican_per,var_S:677H.Robin1_num,var_S:677H.Robin1_per,var_others_num,var_others_per,var_non_who_num,var_non_who_per,new_people_vaccinated,new_age_over-80_conf_case,new_age_0-9_conf_case,new_age_10-19_conf_case,new_age_20-29_conf_case,new_age_30-39_conf_case,new_age_40-49_conf_case,new_age_50-59_conf_case,new_age_60-69_conf_case,new_age_70-79_conf_case
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,11,0,,,,,,people tested,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-01-22,1,,,,,,0.02,,,,,,,,,,,,,,,5,16,0,0,,,,,people tested,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-01-23,1,0,,,,,0.02,0,,,,,,,,,,,,,,,,,,,,,,people tested,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-01-24,2,1,,,,,0.039,0.02,,,,,,,,,,,,,,,25,0,,,,,,people tested,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-01-25,2,0,,,,,0.039,0,,,,,,,,,,,,,,,,,,,,,,people tested,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-01-26,3,1,,,,,0.059,0.02,,,,,,,,,,,,,,,48,0.001,,,,,,people tested,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-01-27,4,1,,,,,0.078,0.02,,,,,,,,,,,,,,9,57,0.001,0,,,,,people tested,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-01-28,4,0,0.429,,,0,0.078,0,0.008,,,0,,,,,,,,,,130,187,0.004,0.003,25,0,0.017,58.3,people tested,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-01-29,4,0,0.429,,,0,0.078,0,0.008,,,0,,,,,,,,,,,,,,28,0.001,0.015,65.3,people tested,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-01-30,4,0,0.429,,,0,0.078,0,0.008,,,0,,,,,,,,,,,244,0.005,,32,0.001,0.013,74.6,people tested,,,,,,,,,,0,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-01-31,11,7,1.286,,,0,0.215,0.137,0.025,,,0,,,,,,,,,,,,,,40,0.001,0.032,31.1,people tested,,,,,,,,,,2.78,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-01,12,1,1.429,,,0,0.234,0.02,0.028,,,0,,,,,,,,,,,371,0.007,,48,0.001,0.03,33.6,people tested,,,,,,,,,,13.89,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-02,15,3,1.714,,,0,0.293,0.059,0.033,,,0,,,,,,,,,,58,429,0.008,0.001,54,0.001,0.032,31.5,people tested,,,,,,,,,,13.89,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,6.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-03,15,0,1.571,,,0,0.293,0,0.031,,,0,,,,,,,,,,,,,,66,0.001,0.024,42,people tested,,,,,,,,,,23.15,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-04,16,1,1.714,,,0,0.312,0.02,0.033,,,0,,,,,,,,,,,607,0.012,,60,0.001,0.029,35,people tested,,,,,,,,,,31.48,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-05,19,3,2.143,,,0,0.371,0.059,0.042,,,0,,,,,,,,,,107,714,0.014,0.002,71,0.001,0.03,33.1,people tested,,,,,,,,,,31.48,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-06,23,4,2.714,,,0,0.449,0.078,0.053,,,0,,,,,,,,,,171,885,0.017,0.003,92,0.002,0.029,33.9,people tested,,,,,,,,,,31.48,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-07,24,1,1.857,,,0,0.468,0.02,0.036,,,0,,,,,,,,,,245,1130,0.022,0.005,118,0.002,0.016,63.5,people tested,,,,,,,,,,31.48,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-08,24,0,1.714,,,0,0.468,0,0.033,,,0,,,,,,,,,,571,1701,0.033,0.011,190,0.004,0.009,110.9,people tested,,,,,,,,,,31.48,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-09,25,1,1.429,,,0,0.488,0.02,0.028,,,0,,,,,,,,,,639,2340,0.046,0.012,273,0.005,0.005,191,people tested,,,,,,,,,,31.48,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-10,27,2,1.714,,,0,0.527,0.039,0.033,,,0,,,,,,,,,,436,2776,0.054,0.009,323,0.006,0.005,188.4,people tested,,,,,,,,,,31.48,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-11,28,1,1.714,,,0,0.546,0.02,0.033,,,0,,,,,,,,,,853,3629,0.071,0.017,432,0.008,0.004,252,people tested,,,,,,,,,,31.48,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-12,28,0,1.286,,,0,0.546,0,0.025,,,0,,,,,,,,,,1445,5074,0.099,0.028,623,0.012,0.002,484.4,people tested,,,,,,,,,,31.48,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-13,28,0,0.714,,,0,0.546,0,0.014,,,0,,,,,,,,,,723,5797,0.113,0.014,702,0.014,0.001,983.2,people tested,,,,,,,,,,31.48,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-14,28,0,0.571,,,0,0.546,0,0.011,,,0,,,,,,,,,,1057,6854,0.134,0.021,818,0.016,0.001,1432.6,people tested,,,,,,,,,,31.48,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-15,28,0,0.571,,,0,0.546,0,0.011,,,0,,,,,,,,,,665,7519,0.147,0.013,831,0.016,0.001,1455.3,people tested,,,,,,,,,,31.48,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-16,29,1,0.571,,,0,0.566,0.02,0.011,,,0,,,,,,,,,,400,7919,0.154,0.008,797,0.016,0.001,1395.8,people tested,,,,,,,,,,31.48,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-17,30,1,0.429,,,0,0.585,0.02,0.008,,,0,,,,,,,,,,252,8171,0.159,0.005,771,0.015,0.001,1797.2,people tested,,,,,,,,,,31.48,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-18,31,1,0.429,,,0,0.605,0.02,0.008,,,0,,,,,,,,,,1094,9265,0.181,0.021,805,0.016,0.001,1876.5,people tested,,,,,,,,,,31.48,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-19,31,0,0.429,,,0,0.605,0,0.008,,,0,,,,,,,,,,1146,10411,0.203,0.022,762,0.015,0.001,1776.2,people tested,,,,,,,,,,31.48,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-20,104,73,10.857,1,1,0.143,2.029,1.424,0.212,0.02,0.02,0.003,,,,,,,,,,1750,12161,0.237,0.034,909,0.018,0.012,83.7,people tested,,,,,,,,,,31.48,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-21,204,100,25.143,2,1,0.286,3.979,1.95,0.49,0.039,0.02,0.006,5.76,,,,,,,,,2655,14816,0.289,0.052,1137,0.022,0.022,45.2,people tested,,,,,,,,,,45.37,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-22,433,229,57.857,2,0,0.286,8.446,4.467,1.128,0.039,0,0.006,5.5,,,,,,,,,4805,19621,0.383,0.094,1729,0.034,0.033,29.9,people tested,,,,,,,,,,45.37,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-23,602,169,81.857,6,4,0.857,11.742,3.296,1.597,0.117,0.078,0.017,4.48,,,,,,,,,3012,22633,0.441,0.059,2102,0.041,0.039,25.7,people tested,,,,,,,,,,50,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-24,833,231,114.714,8,2,1.143,16.248,4.506,2.237,0.156,0.039,0.022,3.73,,,,,,,,,5982,28615,0.558,0.117,2921,0.057,0.039,25.5,people tested,,,,,,,,,,55.56,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-25,977,144,135.143,10,2,1.429,19.056,2.809,2.636,0.195,0.039,0.028,3.16,,,,,,,,,8101,36716,0.716,0.158,3922,0.076,0.034,29,people tested,,,,,,,,,,55.56,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-26,1261,284,175.714,12,2,1.714,24.596,5.539,3.427,0.234,0.039,0.033,3.1,,,,,,,,,9411,46127,0.9,0.184,5102,0.1,0.034,29,people tested,,,,,,,,,,55.56,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-27,1766,505,237.429,13,1,1.714,34.446,9.85,4.631,0.254,0.02,0.033,3.12,,,,,,,,,11863,57990,1.131,0.231,6547,0.128,0.036,27.6,people tested,,,,,,,,,,55.56,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-28,2337,571,304.714,13,0,1.571,45.583,11.137,5.943,0.254,0,0.031,2.86,,,,,,,,,12950,70940,1.384,0.253,8018,0.156,0.038,26.3,people tested,,,,,,,,,,55.56,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-02-29,3150,813,388.143,16,3,2,61.44,15.857,7.571,0.312,0.059,0.039,2.56,,,,,,,,,14753,85693,1.671,0.288,9439,0.184,0.041,24.3,people tested,,,,,,,,,,55.56,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-03-01,3736,586,447.714,17,1,1.571,72.87,11.43,8.733,0.332,0.02,0.031,2.34,,,,,,,,,11292,96985,1.892,0.22,10622,0.207,0.042,23.7,people tested,,,,,,,,,,55.56,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-03-02,4335,599,500.286,28,11,2.857,84.554,11.683,9.758,0.546,0.215,0.056,2.11,,,,,,,,,12606,109591,2.138,0.246,11568,0.226,0.043,23.1,people tested,,,,,,,,,,55.56,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-03-03,5186,851,601.286,28,0,2.571,101.152,16.599,11.728,0.546,0,0.05,1.92,,,,,,,,,16260,125851,2.455,0.317,12734,0.248,0.047,21.2,people tested,,,,,,,,,,55.56,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-03-04,5621,435,622.857,35,7,3.286,109.637,8.485,12.149,0.683,0.137,0.064,1.43,,,,,,,,,10856,136707,2.666,0.212,12940,0.252,0.048,20.8,people tested,,,,,,,,,,55.56,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2020-03-05,6088,467,617.429,35,0,3.143,118.746,9.109,12.043,0.683,0,0.061,1.1,,,,,,,,,9834,146541,2.858,0.192,12650,0.247,0.049,20.5,people tested,,,,,,,,,,55.56,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
