date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality,man_conf_case,man_conf_case_rate,man_critical_rate,man_death,man_death_rate,woman_conf_case,woman_conf_case_rate,woman_critical_rate,woman_death,woman_death_rate,age_0-9_conf_case,age_0-9_conf_case_rate,age_0-9_critical_rate,age_0-9_death,age_0-9_death_rate,age_10-19_conf_case,age_10-19_conf_case_rate,age_10-19_critical_rate,age_10-19_death,age_10-19_death_rate,age_20-29_conf_case,age_20-29_conf_case_rate,age_20-29_critical_rate,age_20-29_death,age_20-29_death_rate,age_30-39_conf_case,age_30-39_conf_case_rate,age_30-39_critical_rate,age_30-39_death,age_30-39_death_rate,age_40-49_conf_case,age_40-49_conf_case_rate,age_40-49_critical_rate,age_40-49_death,age_40-49_death_rate,age_50-59_conf_case,age_50-59_conf_case_rate,age_50-59_critical_rate,age_50-59_death,age_50-59_death_rate,age_60-69_conf_case,age_60-69_conf_case_rate,age_60-69_critical_rate,age_60-69_death,age_60-69_death_rate,age_70-79_conf_case,age_70-79_conf_case_rate,age_70-79_critical_rate,age_70-79_death,age_70-79_death_rate,age_over-80_conf_case,age_over-80_conf_case_rate,age_over-80_critical_rate,age_over-80_death,age_over-80_death_rate,var_sequences_total,var_B.1.160_num,var_B.1.160_per,var_B.1.620_num,var_B.1.620_per,var_B.1.258_num,var_B.1.258_per,var_B.1.221_num,var_B.1.221_per,var_B.1.1.302_num,var_B.1.1.302_per,var_B.1.1.277_num,var_B.1.1.277_per,var_B.1.1.519_num,var_B.1.1.519_per,var_B.1.367_num,var_B.1.367_per,var_B.1.177_num,var_B.1.177_per,var_Beta_num,var_Beta_per,var_Alpha_num,var_Alpha_per,var_Gamma_num,var_Gamma_per,var_Delta_num,var_Delta_per,var_Kappa_num,var_Kappa_per,var_Epsilon_num,var_Epsilon_per,var_Eta_num,var_Eta_per,var_Iota_num,var_Iota_per,var_Lambda_num,var_Lambda_per,var_B.1.621_num,var_B.1.621_per,var_S:677P.Pelican_num,var_S:677P.Pelican_per,var_S:677H.Robin1_num,var_S:677H.Robin1_per,var_others_num,var_others_per,var_non_who_num,var_non_who_per,new_people_vaccinated,new_age_over-80_conf_case,new_age_0-9_conf_case,new_age_10-19_conf_case,new_age_20-29_conf_case,new_age_30-39_conf_case,new_age_40-49_conf_case,new_age_50-59_conf_case,new_age_60-69_conf_case,new_age_70-79_conf_case
2020-05-20,11122,12,18.714,264,1,0.571,216.933,0.234,0.365,5.149,0.02,0.011,0.97,,,,,,,,,11433,760082,14.825,0.223,11963,0.233,0.002,639.3,people tested,,,,,,,,,,39.81,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,4601,41.37,3,138,52.27,6521,58.63,1.93,126,47.73,148,1.33,0,0,0,631,5.67,0,0,0,3103,27.9,0,0,0,1221,10.98,0.16,2,0.76,1471,13.23,0.2,3,1.14,1972,17.73,0.76,15,5.68,1369,12.31,2.78,38,14.39,717,6.45,10.88,78,29.55,490,4.41,26.12,128,48.48,48,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,48,100,48,100,0,0,0,4,3,2,3,0,0,0
2020-05-21,11142,20,17.714,264,0,0.571,217.324,0.39,0.346,5.149,0,0.011,1.02,,,,,,,,,10513,770595,15.03,0.205,11405,0.222,0.002,643.8,people tested,,,,,,,,,,39.81,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,4616,41.43,2.99,138,52.27,6526,58.57,1.93,126,47.73,149,1.34,0,0,0,635,5.7,0,0,0,3109,27.9,0,0,0,1225,10.99,0.16,2,0.76,1473,13.22,0.2,3,1.14,1974,17.72,0.76,15,5.68,1369,12.29,2.78,38,14.39,718,6.44,10.86,78,29.55,490,4.4,26.12,128,48.48,48,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,48,100,48,100,0,0,1,4,6,4,2,2,0,1
2020-05-22,11165,23,18.286,266,2,0.571,217.772,0.449,0.357,5.188,0.039,0.011,1.1,,,,,,,,,11537,782132,15.255,0.225,10751,0.21,0.002,587.9,people tested,,,,,,,,,,39.81,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,4628,41.45,3.03,140,52.63,6537,58.55,1.93,126,47.37,149,1.33,0,0,0,634,5.68,0,0,0,3113,27.88,0,0,0,1231,11.03,0.16,2,0.75,1474,13.2,0.2,3,1.13,1983,17.76,0.76,15,5.64,1372,12.29,2.84,39,14.66,718,6.43,10.86,78,29.32,491,4.4,26.27,129,48.5,48,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,48,100,48,100,0,1,0,0,4,6,1,9,3,0
2020-05-23,11190,25,20,266,0,0.571,218.26,0.488,0.39,5.188,0,0.011,1.16,,,,,,,,,10719,792851,15.464,0.209,10631,0.207,0.002,531.6,people tested,,,,,,,,,,39.81,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,4643,41.49,3.02,140,52.63,6547,58.51,1.92,126,47.37,149,1.33,0,0,0,636,5.68,0,0,0,3117,27.86,0,0,0,1235,11.04,0.16,2,0.75,1481,13.24,0.2,3,1.13,1987,17.76,0.75,15,5.64,1375,12.29,2.84,39,14.66,719,6.43,10.85,78,29.32,491,4.39,26.27,129,48.5,48,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,48,100,48,100,0,0,0,2,4,4,7,4,3,1
2020-05-24,11206,16,20.143,267,1,0.571,218.572,0.312,0.393,5.208,0.02,0.011,1.24,,,,,,,,,,,,,10015,0.195,0.002,497.2,people tested,,,,,,,,,,39.81,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,4.29,4651,41.5,3.03,141,52.81,6555,58.5,1.92,126,47.19,149,1.33,0,0,0,637,5.68,0,0,0,3120,27.84,0,0,0,1238,11.05,0.16,2,0.75,1483,13.23,0.2,3,1.12,1992,17.78,0.75,15,5.62,1377,12.29,2.83,39,14.61,719,6.42,10.99,79,29.59,491,4.38,26.27,129,48.31,48,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,48,100,48,100,0,0,0,1,3,3,2,5,2,0
2020-05-25,11225,19,21,269,2,0.857,218.942,0.371,0.41,5.247,0.039,0.017,1.47,,,,,,,,,,807348,15.747,,10033,0.196,0.002,477.8,people tested,,,,,,,,,,39.81,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,4664,41.55,3.04,142,52.79,6561,58.45,1.94,127,47.21,150,1.34,0,0,0,638,5.68,0,0,0,3123,27.82,0,0,0,1242,11.06,0.16,2,0.74,1486,13.24,0.2,3,1.12,1996,17.78,0.75,15,5.58,1378,12.28,2.83,39,14.5,721,6.42,10.96,79,29.37,491,4.37,26.68,131,48.7,64,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,64,100,64,100,0,0,1,1,3,4,3,4,1,2
2020-05-26,11265,40,22.143,269,0,0.857,219.723,0.78,0.432,5.247,0,0.017,1.8,,,,,,,,,10083,817431,15.944,0.197,9826,0.192,0.002,443.8,people tested,,,,,,,,,,39.81,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,4680,41.54,3.03,142,52.79,6585,58.46,1.93,127,47.21,153,1.36,0,0,0,640,5.68,0,0,0,3131,27.79,0,0,0,1248,11.08,0.16,2,0.74,1489,13.22,0.2,3,1.12,2002,17.77,0.75,15,5.58,1386,12.3,2.81,39,14.5,724,6.43,10.91,79,29.37,492,4.37,26.63,131,48.7,64,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,64,100,64,100,0,1,3,2,8,6,3,6,8,3
2020-05-27,11344,79,31.714,269,0,0.714,221.264,1.541,0.619,5.247,0,0.014,2.07,,,,,,,,,14384,831815,16.224,0.281,10248,0.2,0.003,323.1,people tested,,,,,,,,,,39.81,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,4727,41.67,3,142,52.79,6617,58.33,1.92,127,47.21,155,1.37,0,0,0,644,5.68,0,0,0,3146,27.73,0,0,0,1274,11.23,0.16,2,0.74,1503,13.25,0.2,3,1.12,2014,17.75,0.74,15,5.58,1392,12.27,2.8,39,14.5,724,6.38,10.91,79,29.37,492,4.34,26.63,131,48.7,64,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,64,100,64,100,0,0,2,4,15,26,14,12,6,0
2020-05-28,11402,58,37.143,269,0,0.714,222.395,1.131,0.724,5.247,0,0.014,1.76,,,,,,,,,14481,846296,16.507,0.282,10814,0.211,0.003,291.1,people tested,,,,,,,,,,39.81,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,4759,41.74,2.98,142,52.79,6643,58.26,1.91,127,47.21,156,1.37,0,0,0,650,5.7,0,0,0,3158,27.7,0,0,0,1283,11.25,0.16,2,0.74,1513,13.27,0.2,3,1.12,2023,17.74,0.74,15,5.58,1400,12.28,2.79,39,14.5,724,6.35,10.91,79,29.37,495,4.34,26.46,131,48.7,64,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,64,100,64,100,0,3,1,6,12,9,10,9,8,0
2020-05-29,11441,39,39.429,269,0,0.429,223.155,0.761,0.769,5.247,0,0.008,1.39,,,,,,,,,14267,860563,16.785,0.278,11204,0.219,0.004,284.2,people tested,,,,,,,,,,55.09,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,4780,41.78,2.97,142,52.79,6661,58.22,1.91,127,47.21,157,1.37,0,0,0,655,5.73,0,0,0,3167,27.68,0,0,0,1285,11.23,0.16,2,0.74,1517,13.26,0.2,3,1.12,2033,17.77,0.74,15,5.58,1404,12.27,2.78,39,14.5,725,6.34,10.9,79,29.37,498,4.35,26.31,131,48.7,64,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,64,100,64,100,0,3,1,5,9,2,4,10,4,1
2020-05-30,11468,27,39.714,270,1,0.571,223.682,0.527,0.775,5.266,0.02,0.011,1.18,,,,,,,,,16040,876603,17.098,0.313,11965,0.233,0.003,301.3,people tested,,,,,,,,,,55.09,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,4795,41.81,2.98,143,52.96,6673,58.19,1.9,127,47.04,157,1.37,0,0,0,655,5.71,0,0,0,3176,27.69,0,0,0,1292,11.27,0.15,2,0.74,1521,13.26,0.2,3,1.11,2039,17.78,0.74,15,5.56,1405,12.25,2.78,39,14.44,725,6.32,11.03,80,29.63,498,4.34,26.31,131,48.52,64,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,64,100,64,100,0,0,0,0,9,7,4,6,1,0
2020-05-31,11503,35,42.429,271,1,0.571,224.365,0.683,0.828,5.286,0.02,0.011,1.2,,,,,,,,,10925,887528,17.311,0.213,12490,0.244,0.003,294.4,people tested,,,,,,,,,,55.09,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,1.48,4807,41.79,2.97,143,52.77,6696,58.21,1.91,128,47.23,158,1.37,0,0,0,659,5.73,0,0,0,3176,27.61,0,0,0,1296,11.27,0.15,2,0.74,1527,13.27,0.2,3,1.11,2052,17.84,0.73,15,5.54,1410,12.26,2.77,39,14.39,727,6.32,11,80,29.52,498,4.33,26.51,132,48.71,64,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,64,100,64,100,0,0,1,4,0,4,6,13,5,2
2020-06-01,11541,38,45.143,272,1,0.429,225.106,0.741,0.881,5.305,0.02,0.008,1.23,,,,,,,,,9805,897333,17.502,0.191,12855,0.251,0.004,284.8,people tested,,,,,,,,,,55.09,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,4829,41.84,2.98,144,52.94,6712,58.16,1.91,128,47.06,158,1.37,0,0,0,659,5.71,0,0,0,3183,27.58,0,0,0,1299,11.26,0.15,2,0.74,1529,13.25,0.2,3,1.1,2061,17.86,0.73,15,5.51,1421,12.31,2.74,39,14.34,732,6.34,10.93,80,29.41,499,4.32,26.65,133,48.9,64,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,64,100,64,100,0,1,0,0,7,3,2,9,11,5
2020-06-02,11590,49,46.429,273,1,0.571,226.062,0.956,0.906,5.325,0.02,0.011,1.2,,,,,,,,,13596,910929,17.768,0.265,13357,0.261,0.003,287.7,people tested,,,,,,,,,,55.09,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,4852,41.86,2.99,145,53.11,6738,58.14,1.9,128,46.89,159,1.37,0,0,0,661,5.7,0,0,0,3188,27.51,0,0,0,1305,11.26,0.15,2,0.73,1534,13.24,0.2,3,1.1,2070,17.86,0.72,15,5.49,1436,12.39,2.72,39,14.29,738,6.37,10.98,81,29.67,499,4.31,26.65,133,48.72,64,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,64,100,64,100,0,0,1,2,5,6,5,9,15,6
2020-06-03,11629,39,40.714,273,0,0.571,226.822,0.761,0.794,5.325,0,0.011,1.12,,,,,,,,,18058,928987,18.12,0.352,13882,0.271,0.003,341,people tested,,,,,,,,,,55.09,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,4872,41.9,2.98,145,53.11,6757,58.1,1.89,128,46.89,160,1.38,0,0,0,661,5.68,0,0,0,3193,27.46,0,0,0,1308,11.25,0.15,2,0.73,1537,13.22,0.2,3,1.1,2079,17.88,0.72,15,5.49,1445,12.43,2.7,39,14.29,744,6.4,10.89,81,29.67,502,4.32,26.49,133,48.72,64,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,64,100,64,100,0,3,1,0,5,3,3,9,9,6
2020-06-04,11668,39,38,273,0,0.571,227.583,0.761,0.741,5.325,0,0.011,1.13,,,,,,,,,16672,945659,18.445,0.325,14195,0.277,0.003,373.6,people tested,,,,,,,,,,55.09,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,4893,41.94,2.96,145,53.11,6775,58.06,1.89,128,46.89,161,1.38,0,0,0,663,5.68,0,0,0,3198,27.41,0,0,0,1310,11.23,0.15,2,0.73,1540,13.2,0.19,3,1.1,2086,17.88,0.72,15,5.49,1455,12.47,2.68,39,14.29,751,6.44,10.79,81,29.67,504,4.32,26.39,133,48.72,64,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,64,100,64,100,0,2,1,2,5,2,3,7,10,7
2020-06-05,11719,51,39.714,273,0,0.571,228.578,0.995,0.775,5.325,0,0.011,1.19,,,,,,,,,16535,962194,18.767,0.323,14519,0.283,0.003,365.6,people tested,,,,,,,,,,55.09,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,4920,41.98,2.95,145,53.11,6799,58.02,1.88,128,46.89,164,1.4,0,0,0,664,5.67,0,0,0,3200,27.31,0,0,0,1316,11.23,0.15,2,0.73,1551,13.23,0.19,3,1.1,2094,17.87,0.72,15,5.49,1464,12.49,2.66,39,14.29,759,6.48,10.67,81,29.67,507,4.33,26.23,133,48.72,64,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,64,100,64,100,0,3,3,1,2,6,11,8,9,8
2020-06-06,11776,57,44,273,0,0.429,229.69,1.112,0.858,5.325,0,0.008,1.22,,,,,,,,,15157,977351,19.063,0.296,14393,0.281,0.003,327.1,people tested,,,,,,,,,,55.09,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,4950,42.03,2.93,145,53.11,6826,57.97,1.88,128,46.89,165,1.4,0,0,0,670,5.69,0,0,0,3203,27.2,0,0,0,1322,11.23,0.15,2,0.73,1559,13.24,0.19,3,1.1,2105,17.88,0.71,15,5.49,1476,12.53,2.64,39,14.29,767,6.51,10.56,81,29.67,509,4.32,26.13,133,48.72,64,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,64,100,64,100,0,2,1,6,3,6,8,11,12,8
2020-06-07,11814,38,44.429,273,0,0.286,230.431,0.741,0.867,5.325,0,0.006,1.16,,,,,,,,,8937,986288,19.237,0.174,14109,0.275,0.003,317.6,people tested,,,,,,,,,,55.09,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,8.66,4962,42,2.92,145,53.11,6852,58,1.87,128,46.89,166,1.41,0,0,0,672,5.69,0,0,0,3208,27.15,0,0,0,1324,11.21,0.15,2,0.73,1564,13.24,0.19,3,1.1,2111,17.87,0.71,15,5.49,1487,12.59,2.62,39,14.29,770,6.52,10.52,81,29.67,512,4.33,25.98,133,48.72,64,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,64,100,64,100,0,3,1,2,5,2,5,6,11,3
2020-06-08,11852,38,44.429,274,1,0.286,231.172,0.741,0.867,5.344,0.02,0.006,1.13,,,,,,,,,7552,993840,19.385,0.147,13787,0.269,0.003,310.3,people tested,,,,,,,,,,53.24,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,4980,42.02,2.93,146,53.28,6872,57.98,1.86,128,46.72,166,1.4,0,0,0,672,5.67,0,0,0,3211,27.09,0,0,0,1326,11.19,0.15,2,0.73,1568,13.23,0.19,3,1.09,2121,17.9,0.71,15,5.47,1496,12.62,2.61,39,14.23,775,6.54,10.45,81,29.56,517,4.36,25.92,134,48.91,165,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,165,100,165,100,0,5,0,0,3,2,4,10,9,5
2020-06-09,11902,50,44.571,276,2,0.429,232.147,0.975,0.869,5.383,0.039,0.008,1.11,,,,,,,,,14698,1008538,19.671,0.287,13944,0.272,0.003,312.8,people tested,,,,,,,,,,53.24,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,5002,42.03,2.94,147,53.26,6900,57.97,1.87,129,46.74,167,1.4,0,0,0,674,5.66,0,0,0,3217,27.03,0,0,0,1335,11.22,0.15,2,0.72,1569,13.18,0.19,3,1.09,2128,17.88,0.7,15,5.43,1512,12.7,2.58,39,14.13,782,6.57,10.36,81,29.35,518,4.35,26.25,136,49.28,165,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,165,100,165,100,0,1,1,2,6,9,1,7,16,7
2020-06-10,11947,45,45.429,276,0,0.429,233.025,0.878,0.886,5.383,0,0.008,1.07,,,,,,,,,17211,1025749,20.007,0.336,13823,0.27,0.003,304.3,people tested,,,,,,,,,,53.24,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,5030,42.1,2.92,147,53.26,6917,57.9,1.86,129,46.74,168,1.41,0,0,0,677,5.67,0,0,0,3223,26.98,0,0,0,1345,11.26,0.15,2,0.72,1574,13.17,0.19,3,1.09,2137,17.89,0.7,15,5.43,1517,12.7,2.57,39,14.13,787,6.59,10.29,81,29.35,519,4.34,26.2,136,49.28,165,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,165,100,165,100,0,1,1,3,6,10,5,9,5,5
2020-06-11,12003,56,47.857,277,1,0.571,234.117,1.092,0.933,5.403,0.02,0.011,1.08,,,,,,,,,15645,1041394,20.312,0.305,13676,0.267,0.003,285.8,people tested,,,,,,,,,,53.24,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,5061,42.17,2.92,147,53.26,6941,57.83,1.86,129,46.74,168,1.41,0,0,0,681,5.67,0,0,0,3232,26.93,0,0,0,1353,11.27,0.15,2,0.72,1575,13.12,0.19,3,1.09,2154,17.95,0.7,15,5.43,1530,12.75,2.57,39,14.13,789,6.57,10.29,81,29.35,520,4.33,26.2,136,49.28,165,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,165,100,165,100,0,1,0,4,9,8,1,17,13,2
2020-06-12,12051,48,47.429,277,0,0.571,235.053,0.936,0.925,5.403,0,0.011,1,,,,,,,,,15849,1057243,20.621,0.309,13578,0.265,0.003,286.3,people tested,,,,,,,,,,53.24,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,5081,42.16,2.89,147,53.07,6970,57.84,1.87,130,46.93,168,1.39,0,0,0,681,5.65,0,0,0,3243,26.91,0,0,0,1354,11.24,0.15,2,0.72,1578,13.09,0.19,3,1.08,2163,17.95,0.69,15,5.42,1538,12.76,2.6,40,14.44,796,6.61,10.18,81,29.24,530,4.4,25.66,136,49.1,165,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,165,100,165,100,0,10,0,0,11,1,3,9,8,7
2020-06-13,12085,34,44.143,277,0,0.571,235.717,0.663,0.861,5.403,0,0.011,0.94,,,,,,,,,14109,1071352,20.897,0.275,13429,0.262,0.003,304.2,people tested,,,,,,,,,,53.24,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,5097,42.18,2.88,147,53.07,6988,57.82,1.86,130,46.93,168,1.39,0,0,0,681,5.64,0,0,0,3251,26.9,0,0,0,1357,11.23,0.15,2,0.72,1584,13.11,0.19,3,1.08,2170,17.96,0.69,15,5.42,1546,12.79,2.59,40,14.44,797,6.59,10.16,81,29.24,531,4.39,25.61,136,49.1,165,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,165,100,165,100,0,1,0,0,8,3,6,7,8,1
2020-06-14,12121,36,43.857,277,0,0.571,236.419,0.702,0.855,5.403,0,0.011,0.99,,,,,,,,,7620,1078972,21.045,0.149,13241,0.258,0.003,301.9,people tested,,,,,,,,,,53.24,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,8.08,5116,42.21,2.87,147,53.07,7005,57.79,1.86,130,46.93,170,1.4,0,0,0,683,5.63,0,0,0,3254,26.85,0,0,0,1362,11.24,0.15,2,0.72,1595,13.16,0.19,3,1.08,2176,17.95,0.69,15,5.42,1550,12.79,2.58,40,14.44,799,6.59,10.14,81,29.24,532,4.39,25.56,136,49.1,165,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,165,100,165,100,0,1,2,2,3,5,11,6,4,2
2020-06-15,12155,34,43.286,278,1,0.571,237.082,0.663,0.844,5.422,0.02,0.011,1.01,,,,,,,,,5954,1084926,21.161,0.116,13012,0.254,0.003,300.6,people tested,,,,,,,,,,53.24,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,5138,42.27,2.88,148,53.24,7017,57.73,1.85,130,46.76,172,1.42,0,0,0,682,5.61,0,0,0,3259,26.81,0,0,0,1366,11.24,0.15,2,0.72,1599,13.16,0.19,3,1.08,2182,17.95,0.69,15,5.4,1558,12.82,2.57,40,14.39,805,6.62,10.06,81,29.14,532,4.38,25.75,137,49.28,165,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,165,100,165,100,0,0,2,0,5,4,4,6,8,6
2020-06-16,12198,43,42.286,279,1,0.429,237.921,0.839,0.825,5.442,0.02,0.008,1.05,,,,,,,,,12209,1097135,21.4,0.238,12657,0.247,0.003,299.3,people tested,,,,,,,,,,53.24,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,5156,42.27,2.89,149,53.41,7042,57.73,1.85,130,46.59,174,1.43,0,0,0,683,5.6,0,0,0,3267,26.78,0,0,0,1380,11.31,0.14,2,0.72,1601,13.13,0.19,3,1.08,2189,17.95,0.69,15,5.38,1561,12.8,2.56,40,14.34,810,6.64,10,81,29.03,533,4.37,25.89,138,49.46,165,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,165,100,165,100,0,1,2,1,8,14,2,7,3,5
